Title,Abbreviation,Class,ArXiv,ArXiv v1 Date,ArXiv New Version,ArXiv New Date,Publication,Publication Date,DOI,Authors,OpenSource,Official Code,HuggingFace,Demo Page,Page Number,Cite Number,Google Scholar,Cited by,Theory,Propose,Architecture,Tasks,Datasets,Compare Methods,Tags,AR/NAR,Update Time
Simple and Controllable Music Generation,MusicGen,,https://arxiv.org/abs/2306.05284,2023.06.08,v3,2024.01.30,NeurIPS2023Poster,2023.09.22,https://openreview.net/forum?id=jtiQ26sCJi,"Jade Copet, Felix Kreuk, Itai Gat, Tal Remez, David Kant, Gabriel Synnaeve, Yossi Adi, Alexandre Defossez",Training+Inference+Weight,https://github.com/facebookresearch/audiocraft/blob/main/docs/MUSICGEN.md,,https://ai.honu.io/papers/musicgen/,17,X,https://scholar.google.com/scholar?cluster=8869808453563782269,329,,,,,,,,,2024.10.29
High-Fidelity Audio Compression with Improved RVQGAN,DAC,Codec,https://arxiv.org/abs/2306.06546,2023.06.11,v2,2023.10.26,NeurIPS2023Spotlight,,,,,,,,,,,,,,,,,,,,2024.09.21
StyleTTS 2: Towards Human-Level Text-to-Speech through Style Diffusion and Adversarial Training with Large Speech Language Models,StyleTTS2,,https://arxiv.org/abs/2306.07691,2023.06.13,v2,2023.11.20,NeurIPS2023,,,,,,,https://styletts2.github.io/,,,,,Diffusion,,,TTS,,,,,2024.09.24
UniCATS: A Unified Context-Aware Text-to-Speech Framework with Contextual VQ-Diffusion and Vocoding,UniCATS,,https://arxiv.org/abs/2306.07547,2023.06.13,v6,2024.03.28,AAAI2024,2024.03.24,https://doi.org/10.1609/aaai.v38i16.29747,"Chenpeng Du, Yiwei Guo, Feiyu Shen, Zhijun Liu, Zheng Liang, Xie Chen, Shuai Wang, Hui Zhang, Kai Yu",,,,,,,https://scholar.google.com/scholar?cluster=6957476100902778449,30,,,,,,,,,2024.09.25
AudioPaLM: A Large Language Model That Can Speak and Listen,AudioPaLM,,https://arxiv.org/abs/2306.12925,2023.06.22,v1,2023.06.22,[Unavailable],[Unavailable],[Unavailable],"Paul K. Rubenstein, Chulayuth Asawaroengchai, Duc Dung Nguyen, Ankur Bapna, Zalan Borsos, Felix de Chaumont Quitry, Peter Chen, Dalia El Badawy, Wei Han, Eugene Kharitonov, Hannah Muckenhirn, Dirk Padfield, James Qin, Danny Rozenberg, Tara Sainath, Johan Schalkwyk, Matt Sharifi, Michelle Tadmor Ramanovich, Marco Tagliasacchi, Alexandru Tudor, Mihajlo Velimirovic, Damien Vincent, Jiahui Yu, Yongqiang Wang, Vicky Zayats, Neil Zeghidour, Yu Zhang, Zhishuai Zhang, Lukas Zilka, Christian Frank",,,,https://google-research.github.io/seanet/audiopalm/examples,27,X,https://scholar.google.com/scholar?cluster=15189287243147910049,140,,,,,,,,,2024.10.29
Voicebox: Text-Guided Multilingual Universal Speech Generation at Scale,Voicebox,,https://arxiv.org/abs/2306.15687,2023.06.23,v2,2023.10.19,NeurIPS2023Poster,2023.09.21,https://dl.acm.org/doi/abs/10.5555/3666122.3666740,"Matthew Le, Apoorv Vyas, Bowen Shi, Brian Karrer, Leda Sari, Rashel Moritz, Mary Williamson, Vimal Manohar, Yossi Adi, Jay Mahadeokar, Wei-Ning Hsu",,,,https://voicebox.metademolab.com/,30,67,https://scholar.google.com/scholar?cluster=8321587129194615781,195,FlowMatching,,,,,,,NAR,2024.10.29
UnitSpeech: Speaker-adaptive Speech Synthesis with Untranscribed Data,UnitSpeech,,https://arxiv.org/abs/2306.16083,2023.06.28,v1,2023.06.28,InterSpeech2023Oral,2023.08.20,https://doi.org/10.21437/Interspeech.2023-2326,,,,,,,,,,,,,TTS,,,,,2024.09.24
Mega-TTS 2: Boosting Prompting Mechanisms for Zero-Shot Speech Synthesis,Mega-TTS2,,https://arxiv.org/abs/2307.07218,2023.07.14,v4,2024.04.10,ICLR2024Poster,2024.01.16,https://openreview.net/forum?id=mvMI3N4AvD,"Ziyue Jiang, Jinglin Liu, Yi Ren, Jinzheng He, Zhenhui Ye, Shengpeng Ji, Qian Yang, Chen Zhang, Pengfei Wei, Chunfeng Wang, Xiang Yin, Zejun Ma, Zhou Zhao",,,,https://boostprompt.github.io/boostprompt/,21,X,https://scholar.google.com/scholar?cluster=16735322993503076322,37,,,,TTS,,,Zero-Shot,,2024.10.29
Llama 2: Open Foundation and Fine-Tuned Chat Models,LLaMA2,TextLM,https://arxiv.org/abs/2307.09288,2023.07.18,v2,2023.07.19,,,,,,,,,,,https://scholar.google.com/scholar?cluster=10722545090167785628,7996,,,,,,,,,2024.10.23
VITS2: Improving Quality and Efficiency of Single-Stage Text-to-Speech with Adversarial Learning and Architecture Design,VITS2,,https://arxiv.org/abs/2307.16430,2023.07.31,v1,2023.07.31,InterSpeech2023,2023.08.20,https://doi.org/10.21437/Interspeech.2022-534,,,,,,,,,,,,,TTS,,,,,2024.09.24
DiffProsody: Diffusion-Based Latent Prosody Generation for Expressive Speech Synthesis with Prosody Conditional Adversarial Training,DiffProsody,,https://arxiv.org/abs/2307.16549,2023.07.31,v1,2023.07.31,IEEE/ACM@TASLP2024,2024.05.01,https://doi.org/10.1109/TASLP.2024.3395994,,,,,,,,https://scholar.google.com/scholar?cluster=13675380349094484432,8,Diffusion,,,TTS,,,,,2024.10.10
AudioLDM 2: Learning Holistic Audio Generation with Self-supervised Pretraining,AudioLDM2,,https://arxiv.org/abs/2308.05734,2023.08.10,v3,2024.05.11,IEEE/ACM@TASLP2024,2024.05.13,https://doi.org/10.1109/TASLP.2024.3399607,"Haohe Liu, Yi Yuan, Xubo Liu, Xinhao Mei, Qiuqiang Kong, Qiao Tian, Yuping Wang, Wenwu Wang, Yuxuan Wang, Mark D. Plumbley",,https://github.com/haoheliu/audioldm2,,https://audioldm.github.io/audioldm2,,,https://scholar.google.com/scholar?cluster=9432035319079812866,76,Diffusion,,,,,,,,2024.10.10
iSTFTNet2: Faster and More Lightweight iSTFT-Based Neural Vocoder Using 1D-2D CNN,iSTFTNet2,Vocoder,https://arxiv.org/abs/2308.07117,2023.08.14,v1,2023.08.14,InterSpeech2023,2023.08.20,https://doi.org/10.21437/Interspeech.2022-1726,,,,,https://www.kecl.ntt.co.jp/people/kaneko.takuhiro/projects/istftnet2/,,,,,,,,,,,,,2024.09.21
SpeechX: Neural Codec Language Model as a Versatile Speech Transformer,SpeechX,,https://arxiv.org/abs/2308.06873,2023.08.14,v2,2024.06.25,IEEE/ACM@TASLP2024,2024.06.28,https://doi.org/10.1109/TASLP.2024.3419418,"Xiaofei Wang, Manthan Thakker, Zhuo Chen, Naoyuki Kanda, Sefik Emre Eskimez, Sanyuan Chen, Min Tang, Shujie Liu, Jinyu Li, Takuya Yoshioka",,,,https://aka.ms/speechx,10,43,https://scholar.google.com/scholar?cluster=3146656686281147659,53,,,,,,,,,2024.10.29
TextrolSpeech: A Text Style Control Speech Corpus with Codec Language Text-to-Speech Models,TextrolSpeech,Dataset,https://arxiv.org/abs/2308.14430,2023.08.28,v1,2023.08.28,,,,,,,,https://sall-e.github.io/,,,,,,,,TTS,,,,,2024.09.24
SpeechTokenizer: Unified Speech Tokenizer for Speech Large Language Models,SpeechTokenizer,Codec,https://arxiv.org/abs/2308.16692,2023.08.31,v2,2024.01.23,ICLR2024,,,,,https://github.com/ZhangXInFD/SpeechTokenizer/,,,,,,,,,,,,,,,2024.09.21
RepCodec: A Speech Representation Codec for Speech Tokenization,RepCodec,Codec,https://arxiv.org/abs/2309.00169,2023.08.31,v3,2024.07.22,ACL2024,2024.08.00,,,,,,,,,,,,,,,,,,,2024.09.21
PromptTTS 2: Describing and Generating Voices with Text Prompt,PromptTTS2,,https://arxiv.org/abs/2309.02285,2023.09.05,v2,2023.10.12,ICLR2024Poster,,,,,,,https://speechresearch.github.io/prompttts2,,,,,,,,,,,,,2024.10.10
Matcha-TTS: A Fast Tts Architecture with Conditional Flow Matching,Matcha-TTS,,https://arxiv.org/abs/2309.03199,2023.09.06,v2,2024.01.09,ICASSP2024,2024.03.18,,,,,,https://shivammehta25.github.io/Matcha-TTS/,5,,https://scholar.google.com/scholar?cluster=3378090602595584425,21,,,,,,,,,2024.09.21
BigVSAN: Enhancing GAN-Based Neural Vocoders with Slicing Adversarial Network,BigVSAN,Vocoder,https://arxiv.org/abs/2309.02836,2023.09.06,v2,2024.03.25,ICASSP2024,2024.03.18,https://doi.org/10.1109/ICASSP48485.2024.10446121,,Training+Inference+Weight,https://github.com/sony/bigvsan,,https://takashishibuyasony.github.io/bigvsan/,5,41,https://scholar.google.com/scholar?cluster=2015463515017027949,11,GAN,,Least Squares SAN: MelSAN/Parallel WaveSAN/BigVSAN,,LJSpeech/LibriTTS/VCTK,MelGAN/Parallel WaveGAN/BigVGAN,,,2024.09.21
VoiceFlow: Efficient Text-to-Speech with Rectified Flow Matching,VoiceFlow,,https://arxiv.org/abs/2309.05027,2023.09.10,v3,2024.09.01,ICASSP2024,2024.03.18,,,,,,,,,,,,,,TTS,,,,,2024.09.24
NExT-GPT: Any-to-Any Multimodal LLM,NExT-GPT,,https://arxiv.org/abs/2309.05519,2023.09.11,v3,2024.06.25,ICML2024Oral,2024.05.02,https://openreview.net/forum?id=NZQkumsNlf,"Shengqiong Wu, Hao Fei, Leigang Qu, Wei Ji, Tat-Seng Chua",,https://github.com/NExT-GPT/NExT-GPT,,https://next-gpt.github.io,32,X,https://scholar.google.com/scholar?cluster=10489512657753192238,331,,,,,,,,,2024.10.29
SnakeGAN: A Universal Vocoder Leveraging DDSP Prior Knowledge and Periodic Inductive Bias,SnakeGAN,Vocoder,https://arxiv.org/abs/2309.07803,2023.09.14,v1,2023.09.14,ICME2023,,,,,,,,,,,,,,,,,,,,2024.09.21
FunCodec: A Fundamental Reproducible and Integrable Open-source Toolkit for Neural Speech Codec,FunCodec,Codec,https://arxiv.org/abs/2309.07405,2023.09.14,v2,2023.10.07,ICASSP2024,2024.03.18,,,,https://github.com/alibaba-damo-academy/FunCodec,,,,,,,,,,,,,,,2024.09.21
Fewer-token Neural Speech Codec with Time-invariant Codes,TiCodec,Codec,https://arxiv.org/abs/2310.00014,2023.09.15,v2,2024.03.11,ICASSP2024,2024.03.18,,,,,,,,,,,,,,,,,,,2024.09.21
HiFTNet: A Fast High-Quality Neural Vocoder with Harmonic-plus-Noise Filter and Inverse Short Time Fourier Transform,HiFTNet,Vocoder,https://arxiv.org/abs/2309.09493,2023.09.18,v1,2023.09.18,,,,,,,,,,,,,,,,,,,,,2024.09.21
VoiceLDM: Text-to-Speech with Environmental Context,VoiceLDM,,https://arxiv.org/abs/2309.13664,2023.09.24,v1,2023.09.24,ICASSP2024,2024.03.18,https://doi.org/10.1109/ICASSP48485.2024.10448268,,,,,https://voiceldm.github.io/,,,https://scholar.google.com/scholar?cluster=3766695167763370661,3,,,,TTS,,,,,2024.09.24
Qwen Technical Report,Qwen,TextLM,https://arxiv.org/abs/2309.16609,2023.09.28,v1,2023.09.28,,,,,,,,,,,https://scholar.google.com/scholar?cluster=16379938937265481547,948,,,,,,,,,2024.10.23
UniAudio: An Audio Foundation Model Toward Universal Audio Generation,UniAudio,,https://arxiv.org/abs/2310.00704,2023.10.01,v5,2023.12.11,ICLR2024Reject,2023.09.24,https://openreview.net/forum?id=nhgTmx1TZJ,"Dongchao Yang, Jinchuan Tian, Xu Tan, Rongjie Huang, Songxiang Liu, Xuankai Chang, Jiatong Shi, Sheng Zhao, Jiang Bian, Xixin Wu, Zhou Zhao, Shinji Watanabe, Helen Meng",,https://github.com/yangdongchao/UniAudio,,http://dongchaoyang.top/UniAudio_demo/,24,X,https://scholar.google.com/scholar?cluster=6416249801268158267,72,,,,,,,,,2024.10.29
Multi-resolution HuBERT: Multi-resolution Speech Self-Supervised Learning with Masked Unit Prediction,MR-HuBERT,Representation,https://arxiv.org/abs/2310.02720,2023.10.04,v2,2024.01.30,ICLR2024Spotlight,2024.01.16,https://openreview.net/forum?id=kUuKFW7DIF,,,,,,,,https://scholar.google.com/scholar?cluster=7067681971216917737,15,,,,,,,,,2024.09.23
UniverSLU: Universal Spoken Language Understanding for Diverse Tasks with Natural Language Instructions,UniverSLU,,https://arxiv.org/abs/2310.02973,2023.10.04,v2,2024.04.03,ACL@NAACL2024,2024.06.16,https://doi.org/10.18653/v1/2024.naacl-long.151,"Siddhant Arora, Hayato Futami, Jee-weon Jung, Yifan Peng, Roshan Sharma, Yosuke Kashiwagi, Emiru Tsunoo, Karen Livescu, Shinji Watanabe",,,,,21,X,https://scholar.google.com/scholar?cluster=579811530707940055,8,,,,,,,,,2024.10.29
LauraGPT: Listen Attend Understand and Regenerate Audio with GPT,LauraGPT,MLLM,https://arxiv.org/abs/2310.04673,2023.10.07,v4,2024.07.03,ICLR2024Reject,2023.09.22,https://openreview.net/forum?id=jDy2Djjrge,"Zhihao Du, Jiaming Wang, Qian Chen, Yunfei Chu, Zhifu Gao, Zerui Li, Kai Hu, Xiaohuan Zhou, Jin Xu, Ziyang Ma, Wen Wang, Siqi Zheng, Chang Zhou, Zhijie Yan, Shiliang Zhang",,,,https://lauragpt.github.io,20,X,https://scholar.google.com/scholar?cluster=2748385677497297657,49,,,,,,,,,2024.10.29
Toward Joint Language Modeling for Speech Units and Text,"""SUTLM""",,https://arxiv.org/abs/2310.08715,2023.10.12,v1,2023.10.12,EMNLP2023Findings,2023.12.06,https://doi.org/10.18653/v1/2023.findings-emnlp.438,"Ju-Chieh Chou, Chung-Ming Chien, Wei-Ning Hsu, Karen Livescu, Arun Babu, Alexis Conneau, Alexei Baevski, Michael Auli",,,,,12,X,https://scholar.google.com/scholar?cluster=13061955866764932417,13,,,,,,,,,2024.10.29
SALM: Speech-Augmented Language Model with In-Context Learning for Speech Recognition and Translation,SLAM,,https://arxiv.org/abs/2310.09424,2023.10.13,v1,2023.10.13,IEEE@ICASSP2024,2024.03.18,https://doi.org/10.1109/ICASSP48485.2024.10447553,"Zhehuai Chen, He Huang, Andrei Andrusenko, Oleksii Hrinchuk, Krishna C. Puvvada, Jason Li, Subhankar Ghosh, Jagadeesh Balam, Boris Ginsburg",,https://github.com/NVIDIA/NeMo/tree/main/examples/multimodal/speech_llm,,,5,38,https://scholar.google.com/scholar?cluster=3972921702842422475,24,,,,,,,,,2024.10.29
SALMONN: Towards Generic Hearing Abilities for Large Language Models,SALMONN,,https://arxiv.org/abs/2310.13289,2023.10.20,v2,2024.04.08,ICLR2024Poster,2024.01.16,https://openreview.net/forum?id=14rn7HpKVk,"Changli Tang, Wenyi Yu, Guangzhi Sun, Xianzhao Chen, Tian Tan, Wei Li, Lu Lu, Zejun Ma, Chao Zhang",,https://github.com/bytedance/SALMONN,,,12,X,https://scholar.google.com/scholar?cluster=10631342040411306525,148,,,,,,,,,2024.10.29
E3 TTS: Easy End-to-End Diffusion-Based Text to Speech,E3 TTS,,https://arxiv.org/abs/2311.00945,2023.11.02,v1,2023.11.02,IEEE@ASRU2023,,,,,,,,,,,,Diffusion,,,TTS,,,,,2024.10.10
COSMIC: Data Efficient Instruction-tuning for Speech In-Context Learning,COSMIC,,https://arxiv.org/abs/2311.02248,2023.11.03,v2,2024.06.14,[Unavailable],[Unavailable],[Unavailable],,,,,,,,https://scholar.google.com/scholar?cluster=1594677896343909949,11,,,,,,,,,2024.09.23
Diff-HierVC: Diffusion-Based Hierarchical Voice Conversion with Robust Pitch Generation and Masked Prior for Zero-Shot Speaker Adaptation,Diff-HierVC,VC,https://arxiv.org/abs/2311.04693,2023.11.08,v1,2023.11.08,InterSpeech2023Oral,2023.08.20,https://doi.org/10.21437/Interspeech.2023-817,,,,,,,,https://scholar.google.com/scholar?cluster=2502050713465555437,14,,,,VC,,,,,2024.09.25
Qwen-Audio: Advancing Universal Audio Understanding via Unified Large-Scale Audio-Language Models,Qwen-Audio,,https://arxiv.org/abs/2311.07919,2023.11.14,v2,2023.12.21,[Unavailable],[Unavailable],[Unavailable],"Yunfei Chu, Jin Xu, Xiaohuan Zhou, Qian Yang, Shiliang Zhang, Zhijie Yan, Chang Zhou, Jingren Zhou",,https://github.com/QwenLM/Qwen-Audio,,https://qwen-audio.github.io/Qwen-Audio/,,,https://scholar.google.com/scholar?cluster=11563850711266981194,140,,,,,,,,,2024.10.29
DINO-VITS: Data-Efficient Zero-Shot TTS with Self-Supervised Speaker Verification Loss for Noise Robustness,DINO-VITS,,https://arxiv.org/abs/2311.09770,2023.11.16,v3,2024.06.18,InterSpeech2024,2024.09.01,https://doi.org/10.21437/Interspeech.2024-549,"Vikentii Pankov, Valeria Pronina, Alexander Kuzmin, Maksim Borisov, Nikita Usoltsev, Xingshan Zeng, Alexander Golubkov, Nikolai Ermolenko, Aleksandra Shirshova, Yulia Matveeva",,,,,,,https://scholar.google.com/scholar?cluster=16472542008451595473,1,,,,,,,,,2024.10.08
APNet2: High-quality and High-efficiency Neural Vocoder with Direct Prediction of Amplitude and Phase Spectra,APNet2,Vocoder,https://arxiv.org/abs/2311.11545,2023.11.20,v1,2023.11.20,NCMMSC2023,,https://link.springer.com/chapter/10.1007/978-981-97-0601-3_6,,,,,,,,https://scholar.google.com/scholar?cluster=360953352732613526,2,,,,,,,,,2024.09.21
HierSpeech++: Bridging the Gap between Semantic and Acoustic Representation of Speech by Hierarchical Variational Inference for Zero-shot Speech Synthesis,HierSpeech++,,https://arxiv.org/abs/2311.12454,2023.11.21,v2,2023.11.27,,,,,,https://github.com/sh-lee-prml/HierSpeechpp,,,,,,,,,,TTS,,,Zero-Shot,,2024.09.24
OpenVoice: Versatile Instant Voice Cloning,OpenVoice,,https://arxiv.org/abs/2312.01479,2023.12.03,v6,2024.08.18,,,,,,,,,,,,,,,,Voice Cloning,,,,,2024.09.24
Amphion: An Open-Source Audio Music and Speech Generation Toolkit,Amphion,Toolkit,https://arxiv.org/abs/2312.09911,2023.12.15,v3,2024.09.16,IEEE@SLT2024,,,,,,,,,,,,,,,,,,,,2024.09.21
SECap: Speech Emotion Captioning with Large Language Model,SECap,,https://arxiv.org/abs/2312.10381,2023.12.16,v3,2023.12.23,AAAI2024,2024.03.24,https://doi.org/10.1609/aaai.v38i17.29902,,,,,,,,https://scholar.google.com/scholar?cluster=886143491614630621,11,,,,,,,,,2024.09.23
MM-TTS: Multi-Modal Prompt Based Style Transfer for Expressive Text-to-Speech Synthesis,MM-TTS,,https://arxiv.org/abs/2312.10687,2023.12.17,v4,2024.01.31,AAAI2024,,,,,,,,,,,,,,,TTS,,,,,2024.09.24
StyleSinger: Style Transfer for Out-of-Domain Singing Voice Synthesis,StyleSinger,SVS,https://arxiv.org/abs/2312.10741,2023.12.17,v3,2024.09.12,AAAI2024,,,"Yu Zhang, Rongjie Huang, Ruiqi Li, JinZheng He, Yan Xia, Feiyang Chen, Xinyu Duan, Baoxing Huai, Zhou Zhao",,,,https://stylesinger.github.io/,,,https://scholar.google.com/scholar?cluster=9942954876960767861,7,,,,SVS,,,,,2024.09.25
emotion2vec: Self-Supervised Pre-Training for Speech Emotion Representation,Emotion2Vec,,https://arxiv.org/abs/2312.15185,2023.12.23,v1,2023.12.23,,,,,,https://github.com/ddlBoJack/emotion2vec,,,,,https://scholar.google.com/scholar?cluster=16881884378962249456,31,,,,,,,,,2024.09.23
Audiobox: Unified Audio Generation with Natural Language Prompts,Audiobox,,https://arxiv.org/abs/2312.15821,2023.12.25,v1,2023.12.25,[Unavailable],[Unavailable],[Unavailable],"Apoorv Vyas, Bowen Shi, Matthew Le, Andros Tjandra, Yi-Chiao Wu, Baishan Guo, Jiemin Zhang, Xinyue Zhang, Robert Adkins, William Ngan, Jeff Wang, Ivan Cruz, Bapi Akula, Akinniyi Akinyemi, Brian Ellis, Rashel Moritz, Yael Yungster, Alice Rakotoarison, Liang Tan, Chris Summers, Carleigh Wood, Joshua Lane, Mary Williamson, Wei-Ning Hsu",,,,https://audiobox.metademolab.com/,,,https://scholar.google.com/scholar?cluster=607381426875410665,60,,,,,,,,,2024.10.29
Masked Audio Generation using a Single Non-Autoregressive Transformer,MAGNeT,,https://arxiv.org/abs/2401.04577,2024.01.09,v2,2024.03.05,ICLR2024Poster,2024.01.16,https://openreview.net/forum?id=Ny8NiVfi95,"Alon Ziv, Itai Gat, Gael Le Lan, Tal Remez, Felix Kreuk, Alexandre Defossez, Jade Copet, Gabriel Synnaeve, Yossi Adi",,,,https://pages.cs.huji.ac.il/adiyoss-lab/MAGNeT,,,https://scholar.google.com/scholar?cluster=5521214275734621763,20,,,,,,,,,2024.10.23
ELLA-V: Stable Neural Codec Language Modeling with Alignment-guided Sequence Reordering,ELLA-V,CLM,https://arxiv.org/abs/2401.07333,2024.01.14,v1,2024.01.14,[Unavailable],[Unavailable],[Unavailable],"Yakun Song, Zhuo Chen, Xiaofei Wang, Ziyang Ma, Xie Chen",,,,https://ereboas.github.io/ELLAV/,,,https://scholar.google.com/scholar?cluster=14654336806963383107,19,,,,,,,,,2024.10.29
FreGrad: Lightweight and Fast Frequency-aware Diffusion Vocoder,FreGrad,Vocoder,https://arxiv.org/abs/2401.10032,2024.01.18,v1,2024.01.18,ICASSP2024,2024.03.18,,,,,,,,,,,Diffusion,,,,,,,,2024.09.24
StreamVoice: Streamable Context-Aware Language Modeling for Real-Time Zero-Shot Voice Conversion,StreamVoice,,https://arxiv.org/abs/2401.11053,2024.01.19,v5,2024.07.19,ACL2024,2024.08.00,,,,,,,,,https://scholar.google.com/scholar?cluster=2992004731933175452,2,,,,VC,,,Zero-Shot,,2024.09.24
ScoreDec: A Phase-preserving High-Fidelity Audio Codec with A Generalized Score-Based Diffusion Post-filter,ScoreDec,Codec,https://arxiv.org/abs/2401.12160,2024.01.22,v1,2024.01.22,ICASSP2024,2024.03.18,,,,,,,,,,,Diffusion,,,,,,,,2024.09.24
SpeechGPT-Gen: Scaling Chain-of-Information Speech Generation,SpeechGPT-Gen,,https://arxiv.org/abs/2401.13527,2024.01.24,v2,2024.01.25,,,,,,https://github.com/0nutation/SpeechGPT,,,,,,,,,,,,,,,2024.09.24
VALL-T: Decoder-Only Generative Transducer for Robust and Decoding-Controllable Text-to-Speech,VALL-T,CLM,https://arxiv.org/abs/2401.14321,2024.01.25,v4,2024.01.30,[Unavailable],[Unavailable],[Unavailable],"Chenpeng Du, Yiwei Guo, Hankun Wang, Yifan Yang, Zhikang Niu, Shuai Wang, Hui Zhang, Xie Chen, Kai Yu",,https://github.com/cpdu/vallt,,http://cpdu.github.io/vallt,13,X,https://scholar.google.com/scholar?cluster=2090447978380357091,11,,,,TTS,,,,,2024.10.29
EVA-GAN: Enhanced Various Audio Generation via Scalable Generative Adversarial Networks,EVA-GAN,Vocoder,https://arxiv.org/abs/2402.00892,2024.01.31,v1,2024.01.31,,,,,,,,,,,,,,,,,,,,,2024.09.21
Natural Language Guidance of High-Fidelity Text-to-Speech with Synthetic Annotations,Parler-TTS (Reproduce),,https://arxiv.org/abs/2402.01912,2024.02.02,v1,2024.02.02,,,,,Training,[Reproduce] https://github.com/huggingface/parler-tts,https://huggingface.co/parler-tts/,https://text-description-to-speech.com,6,34,https://scholar.google.com/scholar?cluster=1239973316035890942,17,,,,TTS,,,,,2024.09.24
BAT: Learning to Reason about Spatial Sounds with Large Language Models,BAT,,https://arxiv.org/abs/2402.01591,2024.02.02,v2,2024.05.25,ICML2024,,,,,https://zhishengzheng.com/BAT,,,,,,,,,,,,,,,2024.09.25
Audio Flamingo: A Novel Audio Language Model with Few-Shot Learning and Dialogue Abilities,Audio Flamingo,,https://arxiv.org/abs/2402.01831,2024.02.02,v3,2024.05.28,ICML2024,,,,,,,,,,,,,,,,,,,,2024.09.25
SpiRit-LM: Interleaved Spoken and Written Language Model,SpiRit-LM,MLLM,https://arxiv.org/abs/2402.05755,2024.02.08,v1,2024.02.08,,,,,,,,,,,https://scholar.google.com/scholar?cluster=7368374930715826231,5,,,,,,,,,2024.09.23
Integrating Paralinguistics in Speech-Empowered Large Language Models for Natural Conversation,USDM,,https://arxiv.org/abs/2402.05706,2024.02.08,v2,2024.08.27,,,,,,,,,,,,,,,,,,,,,2024.09.25
GLA-Grad: A Griffin-Lim Extended Waveform Generation Diffusion Model,GLA-Grad,Vocoder,https://arxiv.org/abs/2402.15516,2024.02.09,v1,2024.02.09,ICASSP2024,2024.03.18,,,,,,,,,,,Diffusion,,,,,,,,2024.09.24
GenTranslate: Large Language Models are Generative Multilingual Speech and Machine Translators,GenTranslate,,https://arxiv.org/abs/2402.06894,2024.02.10,v2,2024.05.16,ACL2024,2024.08.00,,,,https://github.com/YUCHEN005/GenTranslate,,,,,,,,,,,,,,,2024.09.25
BASE TTS: Lessons from building a billion-parameter Text-to-Speech model on 100K hours of data,BASE TTS,,https://arxiv.org/abs/2402.08093,2024.02.12,v2,2024.02.15,,,,,,,,,,,,,,,,TTS,,,,,2024.09.24
An Embarrassingly Simple Approach for LLM with Strong ASR Capacity,SLAM-ASR,,https://arxiv.org/abs/2402.08846,2024.02.13,v1,2024.02.13,,,,,,,,,,,,,,,,,,,,,2024.09.25
MobileSpeech: A Fast and High-Fidelity Framework for Mobile Zero-Shot Text-to-Speech,MobileSpeech,,https://arxiv.org/abs/2402.09378,2024.02.14,v2,2024.06.02,ACL2024,2024.08.00,,,,,,,,,,,,,,TTS,,,Zero-Shot,,2024.09.24
APCodec: A Neural Audio Codec with Parallel Amplitude and Phase Spectrum Encoding and Decoding,APCodec,Codec,https://arxiv.org/abs/2402.10533,2024.02.16,v1,2024.02.16,IEEE/ACM@TASLP2024,,https://doi.org/10.1109/TASLP.2024.3417347,,,,,,,,,,,,,,,,,,2024.10.10
AnyGPT: Unified Multimodal LLM with Discrete Sequence Modeling,AnyGPT,,https://arxiv.org/abs/2402.12226,2024.02.19,v3,2024.03.07,,,,,,,,,,,,,,,,,,,,,2024.09.25
Language-Codec: Reducing the Gaps Between Discrete Codec Representation and Speech Language Models,Language-Codec,Codec,https://arxiv.org/abs/2402.12208,2024.02.19,v3,2024.04.27,,,,,,https://github.com/jishengpeng/languagecodec,,,,,,,,,,,,,,,2024.09.21
Advancing Large Language Models to Capture Varied Speaking Styles and Respond Properly in Spoken Conversations,Spoken-LLM,,https://arxiv.org/abs/2402.12786,2024.02.20,v2,2024.05.30,ACL2024,2024.08.00,,,,,,,,,https://scholar.google.com/scholar?cluster=13478771408484289779,11,,,,,,,,,2024.09.23
PAVITS: Exploring Prosody-aware VITS for End-to-End Emotional Voice Conversion,PAVITS,VC,https://arxiv.org/abs/2403.01494,2024.03.03,v1,2024.03.03,ICASSP2024,2024.03.18,https://doi.org/10.1109/ICASSP48485.2024.10446191,,,,,,,,https://scholar.google.com/scholar?cluster=7490496767784139657,4,,,,VC,,,,,2024.09.24
NaturalSpeech 3: Zero-Shot Speech Synthesis with Factorized Codec and Diffusion Models,NaturalSpeech3,,https://arxiv.org/abs/2403.03100,2024.03.05,v3,2024.04.23,ICML2024Oral,,,,,,,,,,https://scholar.google.com/scholar?cluster=11303548308295061158,50,Diffusion,,,TTS,,,Zero-Shot,,2024.09.24
RFWave: Multi-band Rectified Flow for Audio Waveform Reconstruction,RFWave,Vocoder,https://arxiv.org/abs/2403.05010,2024.03.08,v2,2024.06.02,,,,,,,,https://rfwave-demo.github.io/rfwave/,,,https://scholar.google.com/scholar?cluster=14982663450191514510,0,,,,,,,,,2024.09.21
HAM-TTS: Hierarchical Acoustic Modeling for Token-Based Zero-Shot Text-to-Speech with Model and Data Scaling,HAM-TTS,,https://arxiv.org/abs/2403.05989,2024.03.09,v1,2024.03.09,,,,,,,,,,,https://scholar.google.com/scholar?cluster=5759790909255269709,3,,,,TTS,,,Zero-Shot,,2024.09.24
